{ 53,80,  13,90,   3,00, 110,00, 1668,00,  58,80,  42,00, 220,00, 191,00,   9,10 }
{ 48,50,   6,00,   1,30, 104,00, 3256,00,  44,50,  41,00, 197,00, 209,00,  12,50 }
{ 53,20,  10,00,   0,80, 110,00, 1930,00,  55,90,  49,00, 251,00, 288,00,  18,50 }
{ 37,10,   9,00,   5,50, 100,00, 1662,00,  54,10,  41,00, 215,00, 273,00,   8,80 }
{ 52,80,  14,10,   1,40,  96,00, 1646,00,  53,20,  34,00, 193,00, 137,00,   9,60 }
{ 51,90,  28,80,  43,90, 116,00, 1317,00,  64,40,  25,00, 143,00, 121,00,   6,10 }
{ 48,40,  16,80,  12,70, 115,00, 1654,00,  58,70,  39,00, 284,00, 227,00,   8,20 }
{ 54,10,  18,60,   4,30, 108,00, 1366,00,  49,50,  39,00, 336,00, 202,00,   8,80 }
{ 43,20,  16,70,   3,60,  93,00, 1699,00,  56,20,  43,00, 202,00, 187,00,   9,00 }
{ 56,10,  10,70,   0,70, 107,00, 2109,00,  48,60,  45,00, 198,00, 268,00,  12,10 }
{ 58,00,   9,80,   1,00, 104,00, 1807,00,  46,40,  42,00, 179,00, 252,00,  14,00 }
{ 56,70,  12,90,   0,90, 111,00, 2329,00,  54,50,  38,00, 199,00, 234,00,  12,50 }
{ 32,90,  10,70,   1,60, 113,00, 2405,00,  41,90,  57,00, 327,00, 225,00,   8,60 }
{ 37,10,   7,50,   3,30, 107,00, 1974,00,  46,80,  42,00, 245,00, 194,00,   6,60 }
{ 55,30,  13,30,   2,30, 106,00, 1714,00,  47,60,  48,00, 257,00, 206,00,   8,20 }
{ 52,60,   8,50,   0,70, 110,00, 1916,00,  51,40,  47,00, 271,00, 237,00,  11,70 }
{ 50,40,   6,90,   1,60, 106,00, 3151,00,  38,60,  46,00, 217,00, 251,00,  11,10 }
{ 41,80,   7,70,   1,10, 111,00, 2969,00,  47,20,  46,00, 201,00, 289,00,  10,10 }
{ 42,60,   8,70,   2,60,  99,00, 2492,00,  44,20,  52,00, 181,00, 261,00,   8,20 }
{ 43,70,   9,70,   6,10, 112,00, 1599,00,  50,80,  59,00, 244,00, 149,00,   6,80 }
{ 54,00,   9,90,   5,00, 111,00, 1691,00,  39,70,  41,00, 289,00, 269,00,   8,10 }
{ 45,60,  10,00,   1,90, 111,00, 3058,00,  38,60,  39,00, 207,00, 221,00,   8,90 }
{ 45,90,  12,40,   1,00, 110,00, 2126,00,  49,60,  43,00, 279,00, 331,00,   8,30 }
{ 53,50,  10,00,   1,50, 122,00, 2309,00,  47,30,  57,00, 313,00, 292,00,  13,40 }
{ 46,10,   9,80,   3,70, 108,00, 2823,00,  41,70,  40,00, 188,00, 238,00,   8,80 }
{ 49,80,  10,40,   0,40, 119,00, 7102,00,  33,20,  37,00, 158,00, 212,00,   8,60 }
{ 40,00,  18,50,   3,50, 111,00, 2188,00,  52,60,  49,00, 217,00, 135,00,   7,70 }
{ 31,20,  23,90,  23,00, 117,00, 1609,00,  53,30,  42,00, 153,00,  65,00,   9,60 }
{ 51,20,   8,80,   4,40, 105,00, 2362,00,  45,40,  48,00, 223,00, 203,00,   8,90 }
{ 45,10,   9,70,   4,00, 103,00, 3526,00,  37,10,  50,00, 222,00, 197,00,   8,40 }
{ 43,40,  10,90,   3,40, 100,00, 2758,00,  44,10,  46,00, 158,00, 181,00,   9,80 }
{ 37,00,  17,00,  13,80, 114,00, 1574,00,  51,70,  45,00, 208,00, 119,00,   6,90 }
{ 27,40,   8,20,   2,10, 110,00, 4617,00,  46,60,  73,00, 252,00, 156,00,   8,50 }
{ 40,10,   9,50,   3,00, 113,00, 1983,00,  46,10,  28,00, 140,00, 177,00,   7,60 }
{ 44,30,   8,60,   3,10, 107,00, 2324,00,  51,30,  39,00,  83,00, 134,00,  11,60 }
{ 36,70,  10,30,   3,50, 108,00, 3273,00,  46,80,  49,00, 158,00, 208,00,   8,90 }
{ 46,20,  12,20,   5,80, 105,00, 2135,00,  50,00,  34,00, 151,00, 192,00,  10,20 }
{ 46,00,  14,50,   1,80, 111,00, 4410,00,  44,20,  49,00, 116,00, 128,00,  11,70 }
{ 44,60,  11,70,   7,80, 110,00, 4293,00,  57,30,  44,00, 141,00, 145,00,  14,20 }
{ 49,20,  12,00,   2,50, 113,00, 3666,00,  47,60,  54,00, 156,00, 144,00,   9,60 }
}
